Ê³ÎïÃû³Æ,ÄÜÁ¿£¨Ç§¿¨£©,µ°°×ÖÊ£¨¿Ë£©,Ö¬·¾£¨¿Ë£©,Ì¼Ë®»¯ºÏÎï£¨¿Ë£©,´ÖÏËÎ¬£¨¿Ë£©,µ¥²»±¥ºÍÖ¬·¾Ëá£¨¿Ë£©,¶à²»±¥ºÍÖ¬·¾Ëá£¨¿Ë£©,ºúÂÜ²·ËØ£¨Î¢¿Ë£©,Ò¶»ÆËØÀà£¨Î¢¿Ë£©,¸Æ£¨ºÁ¿Ë£©,Ã¾£¨ºÁ¿Ë£©,ÄÆ£¨ºÁ¿Ë£©,¼Ø£¨ºÁ¿Ë£©,Á×£¨ºÁ¿Ë£©,Áò£¨ºÁ¿Ë£©,ÂÈ£¨ºÁ¿Ë£©,Ìú£¨ºÁ¿Ë£©,Ð¿£¨ºÁ¿Ë£©,Îø£¨Î¢¿Ë£©,Í­£¨ºÁ¿Ë£©,ÃÌ£¨ºÁ¿Ë£©,Î¬ÉúËØA£¨Î¢¿Ë£©,Î¬ÉúËØC£¨ºÁ¿Ë£©,Î¬ÉúËØE£¨ºÁ¿Ë£©,Î¬ÉúËØB1£¨Áò°·ËØ£©£¨ºÁ¿Ë£©,Î¬ÉúËØB2£¨ºË»ÆËØ£©£¨ºÁ¿Ë£©,Î¬ÉúËØB3£¨ÑÌËá£©£¨ºÁ¿Ë£©,Î¬ÉúËØB4£¨µ¨¼î£©£¨ºÁ¿Ë£©,Î¬ÉúËØB5£¨·ºËá£©£¨ºÁ¿Ë£©,Î¬ÉúËØB6£¨ºÁ¿Ë£©,Î¬ÉúËØB9£¨Ò¶Ëá£©£¨Î¢¿Ë£©,Î¬ÉúËØB12£¨Î¢¿Ë£©,Î¬ÉúËØB14£¨Ìð²Ë¼î£©£¨ºÁ¿Ë£©,ÁÁ°±Ëá£¨ºÁ¿Ë£©,µ°°±Ëá£¨ºÁ¿Ë£©,ËÕ°±Ëá£¨ºÁ¿Ë£©,Àµ°±Ëá£¨ºÁ¿Ë£©,É«°±Ëá£¨ºÁ¿Ë£©,çÓ°±Ëá£¨ºÁ¿Ë£©,×é°±Ëá£¨ºÁ¿Ë£©,ÒìÁÁ°±Ëá£¨ºÁ¿Ë£©
ÍÅ·Û£¨ÜÍ·Û£©,348,1.5,0,85.8,0.8,0.06,0.22,0,0,34,14,13.3,16,25,115.31,20.51,3.6,0.18,0.37,0.06,0.08,0,0,0.11,0.01,0.1,0.2,0,0.416,0.058,24,0,0,724,165,280,203,136,451,215,409
²Ï¶¹µí·Û,342,0.5,0,85.3,0.5,0,0,0,0,36,8,18.2,10,29,0,28.06,2.3,0.05,0.54,0.04,0.07,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÂíÁåÊí£¨Êì¡¢²»´øÆ¤£©,86,1.71,0.1,20.01,1.8,0.002,0.043,1,9,8,20,5,328,40,11.6895,7.71,0.31,0.27,0.3,0.167,0.14,0.6,7.4,0.01,0.098,0.019,1.312,13.2,0.509,0.269,9,0,0.2,103,27,62,104,27,96,38,70
ÓñÃ×µí·Û,346,1.2,0.1,85,0.1,0.06,0.22,0,0,18,6,6.3,8,25,115.31,9.71,4,0.09,0.7,0.07,0.05,0,0,0.11,0.03,0.04,1.1,0,0.416,0.058,24,0,0,724,165,280,203,136,451,215,409
Ä¾Êí,160,1.36,0.28,38.06,1.8,0.075,0.048,8,0,16,21,14,271,27,9.85031,21.588,0.27,0.34,0.7,0.1,0.384,3.9,20.6,0.19,0.087,0.048,0.854,23.7,0.107,0.088,27,0,0.4,39,11,28,44,19,35,20,27
ÂíÁåÊí£¨³àºÖÉ«£©,79,2.14,0.08,18.07,1.3,0.002,0.043,0,5,13,23,5,417,55,0.008774,7.71,0.86,0.29,0.4,0.103,0.157,0.3,5.7,0.01,0.082,0.033,1.035,12.6,0.301,0.345,14,0,0.2,0,0,0,0,0,0,0,0
ÂíÁåÊí£¨Êì£©,87,1.87,0.1,20.13,1.8,0.002,0.043,2,10,5,22,4,379,44,12.8693,6.168,0.31,0.3,0.3,0.188,0.138,0.9,13,0.01,0.106,0.02,1.439,13.5,0.52,0.299,10,0,0.2,112,30,68,114,29,105,41,76
ºìÊí£¨Êì£©,90,2.01,0.15,20.71,3.3,0.002,0.092,11552,0,38,27,36,475,54,15.4424,55.512,0.69,0.32,0.2,0.161,0.497,5765.4,19.6,0.71,0.107,0.106,1.487,13.1,0.884,0.286,6,0,34.6,118,37,107,84,40,110,39,70
ÓóÍ·,112,1.5,0.2,26.46,4.1,0.016,0.083,35,20,43,33,11,591,84,12.8542,16.962,0.55,0.23,0.7,0.172,0.383,22.8,4.5,2.38,0.095,0.025,0.6,17.3,0.303,0.283,22,0,0,111,20,69,67,23,82,34,54
ÍÁ¶¹£¨°×É«£©,69,1.68,0.1,15.71,2.4,0.002,0.043,5,13,9,21,16,407,62,10.9376,24.672,0.52,0.29,0.3,0.116,0.145,2.4,9.1,0.01,0.071,0.034,1.066,11,0.281,0.203,18,0,0.2,80,26,55,87,17,84,28,54
ÍÁ¶¹£¨°×É«¡¢ºæ±º£©,92,2.1,0.15,21.08,2.1,0.003,0.066,6,30,10,27,7,544,75,13.5601,10.794,0.64,0.35,0.5,0.127,0.189,3,12.6,0.04,0.048,0.043,1.528,14.4,0.383,0.211,38,0,0.2,100,32,68,109,21,105,35,68
ÍÁ¶¹£¨ºìÉ«£©,70,1.89,0.14,15.9,1.7,0.003,0.059,4,21,10,22,18,455,61,12.1177,27.756,0.73,0.33,0.5,0.134,0.141,2.1,8.6,0.01,0.081,0.031,1.149,16.4,0.279,0.17,18,0,0.2,90,29,62,98,19,95,32,61
ÍÁ¶¹£¨³àºÖÉ«¡¢ºæ±º£©,95,2.63,0.13,21.44,2.3,0.003,0.054,6,19,18,30,14,550,71,17.0992,21.588,1.07,0.35,0.5,0.107,0.228,3,8.3,0.07,0.067,0.048,1.348,15,0.38,0.354,26,0,0.2,125,41,86,137,27,131,44,85
ÍÁ¶¹£¨ºìÉ«¡¢ºæ±º£©,87,2.3,0.15,19.59,1.8,0.003,0.066,6,27,9,28,12,545,72,14.7417,18.504,0.7,0.4,0,0.174,0.173,3,12.6,0.08,0.072,0.05,1.595,18.9,0.341,0.212,27,0,0.2,109,35,75,120,23,115,39,74
Ä¾Êí,119,2.1,0.3,27.8,1.6,0.075,0.048,8,0,88,66,8,764,50,9.86,12.34,2.5,0,0,0,0,3.9,35,0,0.21,0.09,1.2,23.7,0.107,0.088,27,0,0.4,39,11,28,44,19,35,20,27
µØ¹Ï£¨ºìÐÄ£©,102,1.1,0.2,24.7,1.6,0.001,0.014,8516,0,23,12,28.5,130,39,8.83,43.95,0.5,0.15,0.48,0.18,0.11,4256,26,0,0.04,0.04,0.6,16.4,0.8,0.15,19.6,0,0,63,15,45,63,52,225,32,39
µØ¹Ï¸É,344,4.7,0.8,80.5,2,0,0,0,0,33,102,26.4,66,12,8.82,40.71,10,0.29,2.62,0.05,0.33,0,0,0,0.03,0.05,0.2,0,0,0,0,0,0,222,41,317,110,52,225,0,145
µØ¹Ï,106,1.4,0.2,25.2,1,0.001,0.014,8516,0,24,17,58.2,174,46,10.98,89.74,0.8,0.22,0.63,0.16,0.21,4256,24,0,0.07,0.04,0.6,16.4,0.8,0.17,18,0,0,80,20,57,80,24,71,27,49
ÂíÁåÊí,77,2.05,0.09,17.49,2.1,0.002,0.042,1,9,12,23,6,425,57,13.2967,9.252,0.81,0.3,0.4,0.11,0.153,0.6,19.7,0.01,0.081,0.032,1.061,12.1,0.295,0.298,15,0,0.2,98,32,67,107,21,103,35,66
Ä¾¶ú£¨Ë®·¢£©,27,1.5,0.2,6,2.6,0.1,0.1,0,0,34,57,8.5,52,12,7.74,13.11,5.5,0.53,0.46,0.04,0.97,0,1,7.51,0.01,0.05,0.2,0,0,0,0,0,0,0,0,63,0,19,58,32,63
ÍÁ¶¹,77,2,0.2,17.2,0.7,0.002,0.043,0,0,8,23,2.7,342,40,11.33,4.16,0.8,0.37,0.78,0.12,0.14,0.3,27,0,0.08,0.04,1.1,12.6,0.301,0.27,12.4,0,0,94,24,51,82,29,87,27,58
ÍÁ¶¹·Û,340,7.2,0.5,77.4,1.4,0.008,0.15,0,0,171,27,4.7,1075,123,30.95,7.25,10.7,1.22,1.58,1.06,0.37,0,25.9,0.28,0.08,0.06,5.1,39.5,0.474,0.42,25,0,0,315,57,188,271,0,321,75,228
µØÒÂ£¨Ë®½þ£©,10,1.5,0,1.8,1.8,0,0,0,0,14,275,10.7,102,53,0,16.5,21.1,5,9.54,1.13,7.74,0,0,2.24,0.02,0.28,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Òø¶ú,261,10,1.4,67.3,30.4,0.6,0,0,0,36,54,82.1,1588,369,111.74,126.6,4.1,3.03,2.95,0.08,0.17,0,0,1.26,0.05,0.25,5.3,0,0,0,0,0,0,0,203,540,478,115,449,185,0
Ä¾¶ú£¨ºÚÄ¾¶ú£©,265,12.1,1.5,65.6,29.9,0.4,0.5,0,0,247,152,48.5,757,292,63.56,74.79,97.4,3.18,3.72,0.32,8.86,0,0,11.34,0.17,0.44,2.5,0,0,0,0,0,0,0,0,505,0,155,468,259,510
ÐÓ±«¹½,33,3.31,0.41,6.09,2.3,0.031,0.123,29,0,3,18,18,420,120,16.5194,27.756,1.33,0.77,2.6,0.244,0.113,14.4,0,0,0.125,0.349,4.956,48.7,1.294,0.11,38,0,12.1,168,42,140,126,42,197,70,112
Ä¢¹½£¨°×É«£©,22,3.09,0.34,3.26,1,0,0.16,0,0,3,9,5,318,86,9.87767,7.71,0.5,0.52,9.3,0.318,0.047,0,2.1,0.01,0.081,0.402,3.607,17.3,1.497,0.104,17,0.04,9.4,120,31,107,107,35,232,57,76
Ä¢¹½£¨¹ÞÍ·£©,25,1.87,0.29,5.09,2.4,0.005,0.113,0,0,11,15,425,129,66,5.9631,655.35,0.79,0.72,4.1,0.235,0.086,0,0,0.01,0.085,0.021,1.593,20.4,0.811,0.061,12,0,0,72,19,65,65,21,140,34,46
é»Ä¢£¨Ë®·¢£©,53,2.8,1.1,9.4,3.1,0,0,0,0,3,32,15.1,732,84,0,23.28,7.4,1.99,0.78,0.43,1.21,0,0,0.98,0,0.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
é»Ä¢,178,9.5,3.7,31.9,10.4,0,0,0,0,11,109,51.3,2493,286,39.55,79.1,25.1,6.79,2.65,1.45,4.13,0,0,3.34,0.01,0.69,7.5,55.5,0,0.09,288.2,0,0,1900,70,680,620,30,590,230,1240
ÏãÐÓ¶¡Ä¢£¨¸É¡¢´ó£©,257,22.4,0.2,53.9,24.9,0,0,0,0,17,0,43.4,238,73,0,66.92,113.2,7.78,15.3,5.11,2.84,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñò¶Ç¾ú,321,26.9,7.1,43.7,12.9,0.052,0.433,0,0,87,117,33.6,1726,1193,0.01,51.81,30.7,12.11,4.82,2.34,2.49,0,0,3.58,0.1,2.25,8.8,0,0.44,0.136,9,0,0,0,0,0,0,0,0,0,0
ÕäÖé°×Ä¢,258,18.3,0.7,56.3,23.3,0,0,0,0,24,0,4.4,284,28,0,6.78,189.8,3.55,78.52,1.03,4.79,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÏãÐÓÆ¬¿ÚÄ¢,252,33.4,1.5,37.6,22.6,0,0,0,0,15,0,21,227,77,0,32.38,137.5,7.83,0,2.61,3.26,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ïã¹½,26,2.2,0.3,5.2,3.3,0,0,0,0,2,11,1.4,20,53,12.97,2.16,0.3,0.66,2.58,0.12,0.25,0,0,0,0,0.08,2,0,1.5,0.293,13,0,0,117,33,83,68,39,95,38,212
Ïã¹½£¨¸É£©,274,20,1.2,61.7,31.6,0.1,0.7,0,0,83,147,11.2,464,258,136.7,17.27,10.5,8.57,6.42,1.03,5.47,0,5,0.66,0.19,1.26,20.5,201.7,21.879,0.965,163,0,0,1144,247,741,882,222,689,285,1657
Ë«æßÄ¢¹½,26,4.2,0.1,2.7,1.5,0,0,0,0,2,9,2,307,43,0,3.08,0.9,6.6,6.99,0.45,0.1,0,0,0,0,0.27,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÆÕÖÐºìÄ¢,263,18.4,0.7,58.1,24.6,0,0,0,0,14,0,4.3,169,35,0,6.63,235.1,3.14,91.7,0.51,3.75,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ËÉÄ¢£¨ËÉÈ×£©,207,20.3,3.2,48.2,47.8,0,0,0,0,14,0,4.3,93,50,40.63,6.63,86,6.22,98.44,10.3,1.63,0,0,3.09,0.01,1.48,0,0,0,0.12,97.1,0,0,1590,70,380,290,50,330,120,1230
Æ½¹½,24,1.9,0.3,4.6,2.3,0.02,0.28,0,0,5,14,3.8,258,86,12.35,5.86,1,0.61,1.07,0.08,0.07,0,4,0.79,0.06,0.16,3.1,30.3,1.96,0.049,16,0,10.1,105,20,72,93,23,86,35,77
Ä¢¹½,24,2.7,0.1,4.1,2.1,0,0.16,0,0,6,11,8.3,312,94,17.23,12.8,1.2,0.92,0.55,0.49,0.11,0,2,0.56,0.08,0.35,4,17.3,1.497,0.104,17,0.04,9.4,114,54,73,95,32,100,36,99
Ä¢¹½£¨¸É£©,294,21,4.6,52.7,21,0.1,2.6,0,0,127,94,23.3,1225,357,98.8,35.93,51.3,6.29,39.18,1.05,1.53,0,5,6.18,0.1,1.1,30.7,201.7,21.879,0.965,163,0,0,1372,0,942,888,0,1230,395,851
¿ÚÄ¢£¨°×Ä¢£©,277,38.7,3.3,31.6,17.2,0,0,0,0,169,167,5.2,3106,1655,0.01,8.02,19.4,9.04,0,5.88,5.96,0,0,8.57,0.07,0.08,44.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
»ÆÄ¢£¨Ë®·¢£©,30,4.3,0.4,4.8,4.8,0,0,0,0,3,24,1.2,512,51,0,1.85,5.9,1.38,0.29,0.21,0.81,0,0,0.33,0.04,0.26,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
´óºì¹½£¨¸É£©,263,24.4,2.8,50.9,31.6,0,0,0,0,1,30,1.7,228,523,48.58,2.62,7.5,3.5,10.64,2.3,0.91,0,2,0,0.26,6.9,19.5,0,0,0.06,140.7,0,0,1790,120,700,590,120,680,260,2690
²Ý¹½,27,2.7,0.2,4.3,1.6,0.012,0.263,0,0,17,21,73,179,33,0.34,112.57,1.3,0.6,0.02,0.4,0.09,0,0,0.4,0.08,0.34,8,0,0.412,0.014,38,0,0,0,0,0,0,0,0,0,0
º£òØ£¨¸É¡¢ëç£©,36,5.5,1.4,0,0,0.202,0.475,0,0,2,2,9690,3,20,0.00107,14942,2.27,0.42,42.2,0.14,0,2.1,0,0.02,0.01,0.01,0.2,95,0,0.01,1,0.02,0,0,0,0,0,0,0,0,0
ÇàÍÜÍÈ,73,16.4,0.3,0,0,0.053,0.102,0,0,18,20,58,285,147,0.01498,89.436,1.5,1,14.1,0.25,0,15,0,1,0.14,0.25,1.2,65,0,0.12,15,0.4,0,0,0,0,0,0,0,0,0
ÎÏÅ£,90,16.1,1.4,2,0,0.259,0.252,0,0,10,250,70,382,272,0.00107,107.94,3.5,1,27.4,0.4,0,30,0,5,0.01,0.12,1.4,65,0,0.13,6,0.5,0,0,0,0,0,0,0,0,0
ÎÚ¹ê,89,19.8,0.5,0,0,0.088,0.17,0,0,118,20,68,230,180,0.01284,104.856,1.4,1,16.8,0.25,0,30,0,0.5,0.12,0.15,1.1,65,0,0.12,15,1,0,0,0,0,0,0,0,0,0
ÕÂÓã£¨°Ë×¦Óã£©,135,18.9,0.4,14,0,0,0,0,0,21,50,65.4,447,63,0,100.85,0.6,0.68,27.3,0.24,0,0,0,1.34,0.04,0.06,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
öÏÓã£¨Ë®½þ£©,75,17,0.8,0,0,0.2,0,0,0,43,61,134.7,16,60,40.32,207.71,0.5,1.36,13.65,0.2,0.06,0,0,0.94,0,0.03,0,0,0,0,0,0,0,1288,0,723,1213,182,715,302,709
ÎÚÔô,84,17.4,1.6,0,0,0,0,0,0,44,42,110,290,19,0,169.62,0.9,2.38,38.18,0.45,0.08,0,0,1.68,0.02,0.06,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÎÚÓãµ°,66,14.1,1.1,0,0,0,0,0,0,11,21,126.4,201,99,0,194.91,0.3,1.27,37.97,0.22,0.04,0,0,10.54,0.01,0.04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
öÏÓã,313,60,4.6,7.8,0,0,0,0,0,87,192,965.3,1131,392,0,1488.49,4.1,11.24,156.12,1.07,0.18,0,0,9.72,0.02,0.13,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ä«Óã£¨¸É£©,287,65.3,1.9,2.1,0,0,0,0,0,82,359,1744,1261,413,324.01,2689.25,23.9,10.02,104.4,4.2,0.2,0,0,6.73,0.02,0.05,3.6,0,0,0,0,0,0,4221,1507,2649,4881,586,2592,1369,2470
º£òØÍ·,74,6,0.3,11.8,0,0.1,0,0,0,120,114,467.7,331,22,40.63,721.19,5.1,0.42,16.6,0.21,1.76,0,0,2.82,0.07,0.04,0.3,0,0,0,0,0,0,263,66,169,221,20,225,28,185
º£òØÆ¤,33,3.7,0.3,3.8,0,0.1,0,0,0,150,124,325,160,30,26.74,501.15,4.8,0.55,15.54,0.12,0.44,0,0,2.13,0.03,0.05,0.2,0,0,0,0,0,0,164,61,138,175,14,129,19,105
º£²Î£¨Ë®½þ£©,25,6,0.1,0,0,0,0,0,0,240,31,80.9,41,10,25.83,124.75,0.6,0.27,5.79,0,0.04,0,0,0,0,0.03,0.3,0,0,0,0,0,0,271,63,323,157,31,245,114,183
Ä«Óã,83,15.2,0.9,3.4,0,0.1,0.3,0,0,15,39,165.5,400,165,133.33,255.2,1,1.34,37.52,0.69,0.1,112.5,5.3,1.49,0.02,0.04,1.8,0,0.5,0.15,16,3,0,1114,332,632,1084,156,657,326,645
º£²Î£¨¸É£©,262,50.2,4.8,4.5,0,0,0,0,0,0,1047,4968,356,94,0,7660.66,9,2.24,150,0.27,0.43,0,0,0,0.04,0.13,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
º£²Î,78,16.5,0.2,2.5,0,0,0,0,0,285,149,502.9,43,28,0,775.47,13.2,0.63,63.93,0.05,0.76,0,0,3.14,0.03,0.04,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ïãº£ÂÝ,163,22.7,3.5,10.1,0,1.2,0.3,0,0,91,231,278.9,333,109,135.45,430.06,3.2,2.89,79.2,0.72,0.84,0,0,7.17,0,0.24,3.3,0,0,0,0,0,0,1780,630,1090,1620,300,1110,450,950
ÌïÂÝ,60,11,0.2,3.6,0,0,0,0,0,1030,77,26,98,93,82.95,40.09,19.7,2.71,16.73,0.8,1.26,0,0,0.75,0.02,0.19,2.2,0,0,0,0,0,0,764,125,482,692,131,473,185,374
Ê¯ÂÝ,90,12.8,0.7,8.2,0,0.1,0,0,0,2458,147,13,21,118,0,20.05,9,6.17,12.46,2.14,0.42,0,0,1.57,0.02,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
»ÆÂÝ£¨¶«·çÂÝ£©,106,19.8,1,4.5,0,0,0,0,0,55,32,129.4,297,140,101.31,199.53,3.3,2.21,27.52,1.05,0.42,0,0,0.33,0.06,1.02,2.1,0,0,0,0,0,0,1107,347,605,921,181,662,204,524
ºìÂÝ,119,20.2,0.9,7.6,0,0.1,0.3,0,0,539,191,219.6,179,152,0,338.62,5.3,3.34,74.78,0.05,0.34,0,0,20.7,0,0.46,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÂÝòÏ,59,7.5,0.6,6,0,0,0,0,0,156,178,252.6,75,98,61.04,389.51,1.4,10.27,16.95,1.52,1.05,0,0,0.43,0,0.28,2,0,0,0,0,0,0,486,120,305,378,84,318,131,277
ÂÝ,100,15.7,1.2,6.6,0,0,0,0,0,722,143,153.3,167,118,0,236.39,7,4.6,37.94,1.05,0.72,0,0,7.58,0.03,0.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
É³¸òòÛ,56,8.9,1.9,0.8,0,0,0,0,0,111,66,577.7,109,97,0,890.81,6.5,1.64,28.1,0.03,0.14,0,0,2.26,0.01,0.01,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Çï¸òòÛ,89,15.6,0.7,5,0,0,0,0,0,177,108,492.3,123,166,0,759.13,22,2.69,87.1,0.16,1.03,0,0,17.9,0.03,0.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ã«¸òòÛ,97,15,1,7.1,0,0.2,0.1,0,0,137,87,363,164,116,0,559.75,15.3,2.29,68.3,0.09,0.53,0,0,3.54,0.01,0.14,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
»¨¸òòÛ,45,7.7,0.6,2.2,0,0.1,0.1,0,0,59,82,309,235,126,50.53,476.48,6.1,1.19,77.1,0.2,0.39,0,0,0.51,0,0.13,1.9,0,0,0,0,0,0,471,163,360,736,92,358,198,310
¸òòÛ£¨¾ùÖµ£©,62,10.1,1.1,2.8,0,0.1,0.4,0,0,133,78,425.7,140,128,66.3,656.43,10.9,2.38,54.31,0.11,0.44,90,0,2.41,0.01,0.13,1.5,65,0.148,0.01,5,11.28,0,618,214,473,966,120,469,260,406
êÝ±´£¨¸É£©,355,47.8,9.3,20.1,0,0,0,0,0,157,169,779,264,454,564.75,1201.22,12.5,6.71,120.47,0.73,1.27,0,0,7.35,0.04,0.32,4.3,0,0,0,0,0,0,3488,1247,2550,4020,621,2325,876,2080
êÝ±´,80,11.4,1.7,4.7,0,0.3,0.2,0,0,63,56,451.4,157,197,134.29,696.06,6.7,2.47,57.77,0.13,0.41,48,8,14.02,0.12,0.22,1.8,65,0.5,0.05,42,12,0,674,252,498,857,157,485,195,435
òÀ×Ó,71,12.2,1.4,2.3,0,0.2,0.2,0,0,49,59,280.1,76,111,81.18,431.91,7.3,1.64,86.3,0.13,0.71,0,0,0.55,0,0.06,0.9,0,0,0,0,0,0,845,200,458,741,142,473,400,441
»ÆÄ¢,203,16.4,1.5,40.1,18.3,0,0,0,0,11,91,6.1,1953,194,68.31,9.41,22.5,5.26,1.09,0.46,3.09,0,0,1.26,0.15,1,5.8,0,0,0.16,201.5,0,0,2490,170,1200,1110,260,1330,450,1610
ºïÍ·¹½,21,2,0.2,4.9,4.2,0,0,0,0,19,5,175.2,8,37,10.44,270.16,2.8,0.4,1.28,0.06,0.03,0,4,0.46,0.01,0.04,0.2,0,0,0,0,0,0,133,20,73,99,30,105,39,67
ÉÈ±´,60,11.1,0.6,2.6,0,0,0,0,0,142,39,339,122,132,111.72,522.74,7.2,11.69,20.22,0.48,0.7,0,0,11.85,0,0.1,0.2,0,0,0,0,0,0,857,347,432,851,101,395,187,401
ÏÊ±´,77,15.7,0.5,2.5,0,0.1,0.1,0,0,28,31,120,226,166,0,185.04,0.7,2.08,57.35,0,0.33,0,0,1.46,0,0.21,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÉÈ±´£¨¸É£©,264,55.6,2.4,5.1,0,1,0.1,0,0,77,106,306.4,969,504,275.2,472.47,5.6,5.05,76.35,0.1,0.43,0,0,1.53,0,0.21,2.5,0,0,0,0,0,0,4179,1280,1963,4502,537,2218,953,1327
Éúòº,57,10.9,1.5,0,0,0.2,0.3,0,0,35,10,270,375,100,60.91,416.34,5,71.2,41.4,11.5,0.3,0,0,0.13,0.04,0.13,1.5,0,0,0,0,0,0,720,215,415,657,0,416,568,398
ºÓ°ö,54,10.9,0.8,0.7,0,0.1,0.3,0,0,248,16,17.4,17,305,71.56,26.83,26.6,6.23,20.24,0.11,59.61,0,0,1.36,0.01,0.18,0.7,0,0,0,0,0,0,667,231,510,1042,130,506,280,439
ÄàòÀ,71,10,0.8,6,0,0,0,0,0,59,84,354.9,207,103,0,547.26,11.4,11.59,41.42,0.11,1.25,0,0,13.23,0.01,0.07,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÄµòÃ£¨º£òÃ×Ó£©,73,5.3,2.1,8.2,0,0.3,0.5,0,0,131,65,462.1,200,115,46.77,712.56,7.1,9.39,86.64,8.13,0.85,13.2,0,0.81,0.01,0.13,1.4,65,0.223,0.031,7,8.75,0,357,148,225,366,53,248,110,222
ºÓò¹£¨ò¹×Ó£©,47,7,1.4,1.7,0,0.3,0.2,0,0,39,10,18.4,25,127,45.98,28.37,11.4,1.82,29.79,0.47,0.18,0,0,0.38,0.08,0.13,1.4,0,0,0,0,0,0,428,148,328,669,83,325,180,282
³à±´,61,13.9,0.6,0,0,0.1,0.1,0,0,35,45,266.1,153,118,0,410.33,4.8,11.58,59.97,0.4,0.6,0,0,13.22,0,0.1,0.2,0,0,0,0,0,0,1045,0,653,983,147,635,0,557
òÉ¸É,340,46.5,4.9,27.4,0,0.3,0.7,0,0,107,303,1175,586,791,237.8,1811.85,88.8,13.63,121.2,2.05,7.8,0,0,0.41,0.07,0.31,5.1,0,0,0,0,0,0,3960,1106,2403,3470,442,2260,839,2216
òÉ×Ó,40,7.3,0.3,2.1,0,0,0.1,0,0,134,35,175.9,140,114,38.27,271.24,33.6,2.01,55.14,0.38,11.93,0,0,0.59,0.02,0.12,1.2,0,0,0,0,0,0,447,178,302,423,89,283,101,256
±«Óã£¨¸É£©,322,54.1,5.6,13.7,0,0,0,0,0,143,352,2316.2,366,251,0,3571.58,6.8,1.68,66.6,0.45,0.32,0,0,0.85,0.02,0.13,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
±«Óã,84,12.6,0.8,6.6,0,0.1,0.1,0,0,266,59,2011.7,136,77,142.8,3102.04,22.6,1.75,21.38,0.72,0.4,2.1,2,2.2,0.01,0.16,0.2,65,3,0.15,5,0.73,0,1204,386,736,1278,192,747,328,744
Ëó×ÓÐ·£¨Êì£©,83,17.88,0.74,0,0,0.129,0.258,0,0,91,36,395,259,234,147.111,609.09,0.5,3.81,42.9,0.814,0.074,0.6,3.3,1.84,0.023,0.093,2.747,80.9,0.997,0.156,51,3.33,0,1307,452,727,1386,226,806,393,776
Õä±¦Ð·£¨Êì£©,110,22.32,1.24,0.95,0,0.214,0.407,0,0,59,58,378,408,175,201.991,582.876,0.43,5.47,47.6,0.734,0.097,31.2,3.6,0,0.057,0.203,3.623,0,0.404,0.173,42,10.38,0,1768,629,900,1939,311,1046,454,1079
Ñ©Ð·,90,18.5,1.18,0,0,0.256,0.422,0,0,26,49,539,173,133,167.293,831.138,2.5,2.8,34.6,0.57,0.03,45,7,0,0.08,0.2,2.5,0,0.35,0.15,44,9,0,1468,521,749,1610,258,870,376,897
Ñ©Ð·£¨Êì£©,115,23.72,1.51,0,0,0.328,0.54,0,0,33,63,691,200,128,214.652,1065.52,2.88,3.59,44.4,0.621,0.037,51.9,7.2,0,0.097,0.244,2.885,0,0.404,0.173,42,10.38,0,1878,668,956,2061,330,1112,482,1146
Ëó×ÓÐ·,87,18.06,1.08,0.04,0,0.192,0.387,0,0,89,34,293,329,229,163.163,451.806,0.74,3.54,37.4,0.669,0.15,1.5,3,0,0.08,0.04,2.7,0,0.35,0.15,44,9,0,1433,508,731,1572,251,849,367,875
